score,category,uid,gender,age,text
5,Hotels,2735960,M,53,I have used this so many times and I love it still !
1,Cell Phone,447861,F,51,"Ordered phone and paid on 0 / 00 / 00 ... still waiting to receive . I have emailed and can ' t get an actual shipping date from them . I received some tracking number that doesn ' t work and when I emailed them about it they told me it ' s a signature confirmation shipment and the tracking number won ' t show anything until order is received . At this point , I would rather have my money back and I will buy elsewhere . I have bought things from overseas before with faster shipping and better communication than this ."
5,Fashion Accessories,1463417,F,24,"I find it very hard to find clothing I like in the USA , particularly for younger petite women ."
5,Car Equipment & Accessories,2201950,M,45,Very good and quick service definitely recommend to a friend
5,Wintersport,2201950,M,45,"Really good communication from staff , excellent value for money would recommend to a friend , will use again"
5,Fitness & Nutrition,1160576,F,29,Great company that offered reasonable shipping with tons of appealing free products thrown in to the order .
5,Fitness & Nutrition,1312077,F,30,Ordered products on a Friday afternoon and recieved Monday afternoon talk about fast shipping !! Also saved about $ 00 on my order from this website compared to buying it in stores in my area even with the cost of shipping and who can beat free stuff ! Love this website will definently order from again if the prices stay the same .
5,Fitness & Nutrition,819159,M,25,"Ever since I found out about this website I ' ve been addicted to it . Everyone I talk to at the gym or anyone that wants to buy any sort of supplement or vitamins ; I always direct them to Supplementwarehouse ! No one has ever come back to me complaining about their products or awesome service . One time I made a large order and they mistakenly didn ' t pack enough of what I ordered . A simple call to them and it was 0nd day air shipped to me , no questions asked . Anytime I need some type of supplement , the only place that comes to mind is supplementwarehouse . Check it out , I guarantee you wont be disappointed ."
5,Cell Phone Unlocking,7203011,M,19,This is a legit company it will guaranteed unlock your device no games !
5,Electronics,7002132,F,47,After breaking one tablet just weeks after getting it I was thtilled at how quickly Square Trade took care of the problem and refunded my money . It was in my Paypal in less than an hour after I shipped the broken product back . I will not buy any electronics or phones without this great warranty .
4,Fitness & Nutrition,614299,M,27,"Definitely the best prices you can find on the web and a pretty seamless ordering system with fast shipping . i just think the search function could be updated . I had a couple issues selecting any of the search criteria where I had to select it multiple times before it would register . This happened a couple of times , but overall it is a very minor problem ."
1,Flights,3710560,F,28,I had booked a room that slept 0 people . At the time of booking it was just 0 adults and 0 child but it then changed to 0 adults and 0 child . I called customer service as a courtesy to add the 0rd adult . This would in no way change the type of room I had originally booked which slept 0 people . The customer service rep wanted to charge me more stating that when I booked the room I paid a lesser price then what the room currently went for . Why am I being charged like its a new reservation I ' m simply adding a 0rd person to a room that sleeps 0 ? If we had been adding more people then the room slept then obviously I ' d expect an up charge at the current rate to completely change the room . Not to mention that I had checked the rates just prior to calling and they were actually less than what I had originally paid . The rep continued to argue with me about the price so I had her cancel the reservation in which I have to wait for a refund . I had to re - book my reservation myself in which I ultimately paid less than when I originally booked but remember the rep was trying to charge me more . This is all around terrible customer service that instead of just assisting me and adding a name to the book she caused more of a headache . I will never use Bookit . com again and I will see that others know they will try to screw you over . Don ' t bother calling customer service instead do their job for them .
